00:00,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.033,0.103,0.233,0.375,0.3,0.224,0.163,0.083,0.039,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.065,0.136,0.22,0.357,0.454,0.367,0.267,0.175,0.07,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.07,0.117,0.171,0.301,0.24,0.138,0.101,0.076,0.076,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.064,0.183,0.477,0.6,0.539,0.374,0.202,0.06,0.02,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.018,0.055,0.12,0.166,0.151,0.111,0.092,0.109,0.135,0.097,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.028,0.219,0.464,0.584,0.631,0.576,0.493,0.4,0.226,0.104,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.078,0.327,0.428,0.282,0.366,0.432,0.456,0.346,0.172,0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.061,0.102,0.201,0.275,0.314,0.393,0.396,0.323,0.184,0.029,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.036,0.077,0.143,0.209,0.204,0.102,0.155,0.118,0.039,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.011,0.028,0.103,0.294,0.46,0.394,0.294,0.199,0.097,0.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.065,0.193,0.285,0.208,0.176,0.254,0.311,0.268,0.174,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.043,0.264,0.487,0.618,0.661,0.661,0.489,0.288,0.216,0.164,0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.088,0.296,0.515,0.531,0.498,0.508,0.44,0.188,0.059,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.028,0.051,0.071,0.071,0.075,0.118,0.126,0.101,0.042,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.029,0.041,0.056,0.095,0.132,0.173,0.13,0.088,0.054,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.033,0.124,0.217,0.364,0.341,0.326,0.277,0.199,0.092,0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.001,0.1,0.214,0.321,0.214,0.208,0.151,0.139,0.164,0.15,0.11,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.106,0.191,0.296,0.56,0.591,0.557,0.51,0.415,0.263,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.003,0.153,0.377,0.542,0.671,0.75,0.774,0.742,0.658,0.521,0.333,0.117,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.003,0.141,0.364,0.546,0.662,0.728,0.728,0.642,0.601,0.5,0.322,0.114,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.004,0.156,0.375,0.55,0.665,0.731,0.747,0.715,0.635,0.505,0.328,0.123,0.001,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.005,0.141,0.33,0.487,0.586,0.653,0.68,0.663,0.59,0.469,0.309,0.117,0.001,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.006,0.153,0.359,0.531,0.644,0.707,0.722,0.683,0.602,0.47,0.293,0.101,0.001,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.028,0.076,0.136,0.224,0.304,0.393,0.425,0.333,0.194,0.097,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.007,0.078,0.233,0.424,0.511,0.533,0.456,0.374,0.327,0.207,0.142,0.052,0.001,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.006,0.102,0.258,0.425,0.548,0.659,0.721,0.672,0.49,0.306,0.171,0.086,0.003,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.009,0.125,0.307,0.501,0.623,0.651,0.671,0.676,0.588,0.472,0.284,0.1,0.004,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.012,0.168,0.37,0.532,0.645,0.693,0.686,0.591,0.39,0.254,0.153,0.069,0.004,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.009,0.092,0.338,0.548,0.666,0.726,0.751,0.722,0.645,0.519,0.347,0.147,0.007,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.015,0.179,0.382,0.545,0.658,0.72,0.735,0.705,0.628,0.502,0.334,0.139,0.007,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.016,0.174,0.371,0.532,0.639,0.676,0.627,0.539,0.455,0.356,0.232,0.098,0.006,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.015,0.153,0.366,0.534,0.648,0.712,0.729,0.696,0.612,0.487,0.322,0.137,0.009,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.015,0.096,0.185,0.279,0.409,0.502,0.497,0.412,0.288,0.193,0.104,0.03,0.001,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.003,0.034,0.087,0.165,0.269,0.314,0.388,0.369,0.253,0.157,0.082,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.01,0.054,0.111,0.18,0.209,0.208,0.226,0.235,0.23,0.184,0.144,0.048,0.006,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.011,0.074,0.193,0.335,0.36,0.269,0.256,0.239,0.232,0.206,0.136,0.06,0.006,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.015,0.083,0.201,0.397,0.51,0.626,0.68,0.634,0.509,0.34,0.208,0.076,0.009,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.028,0.185,0.394,0.555,0.665,0.722,0.73,0.681,0.565,0.429,0.276,0.096,0.013,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.025,0.122,0.216,0.27,0.321,0.377,0.419,0.441,0.324,0.229,0.111,0.053,0.007,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.022,0.106,0.219,0.334,0.377,0.374,0.291,0.213,0.165,0.107,0.066,0.029,0.003,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.009,0.048,0.113,0.205,0.303,0.388,0.422,0.423,0.41,0.372,0.278,0.137,0.023,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.04,0.228,0.435,0.603,0.72,0.786,0.802,0.773,0.695,0.568,0.396,0.192,0.025,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.044,0.224,0.424,0.565,0.654,0.634,0.514,0.55,0.499,0.378,0.233,0.125,0.025,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.045,0.196,0.373,0.42,0.433,0.467,0.469,0.452,0.397,0.291,0.198,0.089,0.018,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.026,0.128,0.286,0.37,0.526,0.663,0.675,0.629,0.578,0.502,0.351,0.168,0.027,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.03,0.102,0.286,0.523,0.68,0.741,0.756,0.724,0.651,0.533,0.37,0.184,0.031,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.051,0.224,0.42,0.573,0.677,0.733,0.736,0.688,0.586,0.41,0.236,0.079,0.012,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.02,0.089,0.215,0.35,0.46,0.477,0.457,0.388,0.358,0.325,0.241,0.134,0.033,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.045,0.182,0.391,0.564,0.678,0.74,0.754,0.726,0.653,0.536,0.377,0.192,0.034,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.054,0.233,0.423,0.576,0.686,0.744,0.758,0.729,0.657,0.541,0.384,0.197,0.034,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.057,0.236,0.425,0.573,0.676,0.734,0.75,0.723,0.653,0.539,0.382,0.197,0.035,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.001,0.059,0.239,0.428,0.578,0.681,0.738,0.754,0.727,0.657,0.542,0.386,0.2,0.036,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.001,0.06,0.235,0.42,0.567,0.673,0.729,0.742,0.715,0.647,0.536,0.379,0.196,0.038,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.002,0.063,0.222,0.397,0.539,0.638,0.686,0.689,0.66,0.552,0.402,0.25,0.113,0.027,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.045,0.188,0.368,0.52,0.634,0.684,0.593,0.457,0.404,0.394,0.285,0.127,0.024,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.002,0.064,0.233,0.414,0.524,0.606,0.695,0.715,0.668,0.585,0.455,0.285,0.14,0.043,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.013,0.044,0.097,0.153,0.231,0.337,0.391,0.371,0.284,0.155,0.131,0.097,0.046,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.005,0.071,0.237,0.388,0.464,0.335,0.226,0.213,0.212,0.22,0.216,0.265,0.145,0.036,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.004,0.06,0.139,0.299,0.405,0.492,0.564,0.587,0.518,0.435,0.345,0.252,0.16,0.049,0.001,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.004,0.05,0.123,0.21,0.287,0.387,0.436,0.315,0.218,0.177,0.14,0.111,0.096,0.038,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.004,0.052,0.222,0.45,0.606,0.714,0.773,0.786,0.756,0.68,0.554,0.374,0.194,0.051,0.002,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.007,0.072,0.221,0.416,0.54,0.577,0.593,0.622,0.64,0.601,0.501,0.359,0.187,0.052,0.002,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.008,0.079,0.227,0.375,0.481,0.519,0.518,0.558,0.635,0.622,0.49,0.277,0.1,0.022,0.001,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.004,0.058,0.173,0.41,0.551,0.611,0.692,0.691,0.635,0.56,0.455,0.307,0.157,0.047,0.002,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.01,0.032,0.074,0.131,0.18,0.212,0.231,0.245,0.222,0.193,0.161,0.111,0.051,0.003,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.01,0.089,0.276,0.443,0.539,0.634,0.689,0.673,0.621,0.543,0.441,0.315,0.178,0.057,0.005,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.011,0.088,0.254,0.398,0.487,0.583,0.645,0.643,0.62,0.575,0.476,0.342,0.182,0.061,0.006,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.012,0.074,0.176,0.24,0.34,0.49,0.623,0.641,0.605,0.621,0.535,0.388,0.214,0.065,0.006,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.004,0.022,0.052,0.208,0.389,0.381,0.222,0.216,0.189,0.155,0.13,0.068,0.041,0.014,0.001,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.013,0.083,0.255,0.367,0.414,0.381,0.244,0.169,0.167,0.177,0.199,0.141,0.121,0.07,0.01,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.012,0.07,0.244,0.447,0.584,0.67,0.716,0.723,0.683,0.604,0.487,0.345,0.197,0.06,0.008,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.008,0.031,0.084,0.174,0.235,0.211,0.24,0.177,0.141,0.143,0.138,0.07,0.026,0.003,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.018,0.091,0.268,0.464,0.608,0.704,0.769,0.789,0.762,0.692,0.572,0.41,0.229,0.064,0.011,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.017,0.097,0.281,0.464,0.611,0.724,0.783,0.797,0.769,0.698,0.583,0.426,0.24,0.06,0.012,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.019,0.099,0.287,0.465,0.606,0.702,0.754,0.762,0.727,0.646,0.536,0.391,0.213,0.069,0.014,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.018,0.1,0.292,0.478,0.627,0.73,0.786,0.797,0.767,0.694,0.578,0.419,0.224,0.068,0.015,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.019,0.087,0.209,0.369,0.515,0.627,0.673,0.623,0.496,0.37,0.27,0.195,0.102,0.046,0.007,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.01,0.055,0.144,0.276,0.443,0.56,0.633,0.659,0.653,0.59,0.493,0.317,0.163,0.07,0.013,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.022,0.101,0.23,0.371,0.462,0.504,0.499,0.464,0.398,0.318,0.244,0.169,0.093,0.036,0.005,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.015,0.065,0.146,0.245,0.363,0.422,0.389,0.326,0.286,0.287,0.242,0.184,0.146,0.072,0.016,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.027,0.099,0.192,0.262,0.278,0.301,0.317,0.311,0.232,0.15,0.103,0.068,0.043,0.019,0.002,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.003,0.015,0.032,0.057,0.083,0.121,0.151,0.185,0.183,0.171,0.16,0.131,0.098,0.059,0.014,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.022,0.085,0.15,0.213,0.262,0.282,0.362,0.469,0.577,0.619,0.543,0.41,0.237,0.081,0.023,0.0,0.0,0.0,0.0,0.0
