00:00;01:00;02:00;03:00;04:00;05:00;06:00;07:00;08:00;09:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00;Day
89.59951892;68.41327816;52.20145885;48.09606283;46.35801196;46.80750788;57.89507376;88.01130002;132.5113955;166.1037235;175.7229361;183.0347363;196.4596809;201.254304;187.6795274;174.5842131;170.5087835;202.393027;246.7732569;254.3547547;221.8112505;167.7219088;149.8319714;131.7922021;2
94.7035649;73.03055841;55.87151603;50.19169364;46.81369401;45.94677375;47.97955229;55.03448958;90.69779542;152.1594524;198.8236774;234.9951779;250.6595302;219.5699761;171.7398928;143.9087631;128.812393;140.8595953;179.0638743;207.044473;200.6770932;167.2857163;144.9251523;110.397811;3
76.995108;54.15302716;47.68209825;46.16128086;46.16128086;51.20085222;90.83156427;147.4000073;160.4611449;150.4416421;139.6170006;139.408261;151.9326395;157.6580697;141.5552973;127.5101014;123.2756686;143.7917935;187.2990989;220.8763613;209.8429802;174.8343603;147.3701873;112.2422876;1
76.80125418;54.01668381;47.56204703;46.04505867;46.04505867;51.07194169;90.60287383;147.0288921;160.0571451;150.0628688;139.2654811;139.057267;151.5501123;157.2611274;141.1988976;127.1890639;122.9652923;143.4297628;186.8275281;220.3202516;209.3146498;174.3941725;146.9991472;111.9596905;1
76.60432569;53.87817795;47.4400917;45.92699309;45.92699309;50.94098653;90.37055618;146.6518907;159.6467376;149.678088;138.9083861;138.7007059;151.161518;156.8578892;140.8368451;126.8629344;122.6499932;143.0619901;186.3484778;219.7553216;208.7779395;173.9470029;146.6222221;111.6726111;1
76.40441214;53.7375726;47.31628777;45.80713788;45.80713788;50.80804634;90.13471704;146.2691748;159.2301091;149.2874745;138.5458783;138.33874;150.7670333;156.4485387;140.4693046;126.5318615;122.3299147;142.6886427;185.862166;219.1818283;208.2330938;173.4930552;146.2395836;111.3811802;1
76.20160256;53.59493038;47.19069035;45.68554638;45.68554638;50.67318032;89.89546142;145.8809146;158.8074451;148.8912025;138.178119;137.9715306;150.3668339;156.0332582;140.0964397;126.1959925;122.0051994;142.3098867;185.3688093;218.6000272;207.6803552;173.0325313;145.851402;111.0855275;1
88.00464608;67.19552074;51.27227206;47.23995216;45.53283862;45.9743335;56.86454054;86.4446975;130.1526906;163.1470747;172.5950651;179.7767151;192.9626956;197.6719743;184.3388289;171.4766114;167.4737245;198.790428;242.3806891;249.8272361;217.8630068;164.7364562;147.16496;129.4462988;2
92.98809831;71.70767808;54.85945572;49.28251801;45.96570769;45.11449088;47.11044753;54.03759122;89.0548896;149.4032261;195.2221723;230.7384598;246.119067;215.5926711;168.6289851;141.3019903;126.4790769;138.3080553;175.8202995;203.2940558;197.0420151;164.2554918;142.2999686;108.3980578;3
75.57667863;53.15540217;46.80368286;45.31088246;45.31088246;50.25761317;89.15823513;144.6845556;157.5050766;147.6701564;137.04493;136.8400359;149.1336861;154.7536406;138.9475188;125.1610681;121.0046435;141.1428135;183.8486129;216.8073039;205.9771834;171.6135038;144.655285;110.174523;1
75.36316292;53.00523;46.67145527;45.18287227;45.18287227;50.1156277;88.90634944;144.2757995;157.0601006;147.2529655;136.6577571;136.4534418;148.7123606;154.3164378;138.5549707;124.8074689;120.6627868;140.7440634;183.3292124;216.19479;205.3952662;171.1286693;144.2466116;109.8632631;1
75.14718714;52.85332759;46.5377042;45.05338718;45.05338718;49.97200632;88.65156159;143.8623339;156.6099977;146.8309679;136.2661232;136.0623934;148.2861807;153.8741977;138.1578998;124.4497956;120.3169913;140.340719;182.8038274;215.5752189;204.8066444;170.6382487;143.8332296;109.5484169;1
74.92883668;52.699755;46.40248251;44.92247838;44.92247838;49.8268058;88.39397231;143.4443221;156.1549458;146.4043304;135.8701833;135.6670455;147.8553148;153.4270951;137.7564631;124.0881896;119.9673938;139.9329398;182.2726658;214.9488355;204.2115506;170.1424359;143.4153024;109.2301089;1
74.70819629;52.54457183;46.2658427;44.79019669;44.79019669;49.6800825;88.1336816;143.0219265;155.6951217;145.9732185;135.470091;135.2675514;147.4199303;152.9753035;137.3508163;123.7227914;119.6141299;139.520884;181.7359337;214.315883;203.6102158;169.6414232;142.9929923;108.9084628;1
86.25530476;65.85981966;50.2530906;46.30092446;44.62774464;45.06046356;55.73419692;84.72636458;127.5655377;159.904065;169.1642499;176.2031443;189.1270161;193.7426845;180.6745732;168.0680286;164.1447104;194.8389058;237.5626872;244.861213;213.5323632;161.4618531;144.2396401;126.8731874;2
91.1142097;70.26263077;53.75393242;48.28938071;45.03941047;44.20534732;46.16108162;52.94863007;87.2602627;146.3924644;191.2880709;226.0886371;241.1592955;211.2480651;165.2307875;138.4544841;123.9302808;135.5208826;172.2771831;199.1972905;193.0712404;160.9454285;139.4323512;106.2136289;3
74.03337413;52.06994865;45.84793386;44.38561702;44.38561702;49.23133361;87.33759009;141.730042;154.2887631;144.6546756;134.2464205;134.0457103;146.0883196;151.5935124;136.1101576;122.6052315;118.5336827;138.2606236;180.0943543;212.3800163;201.771051;168.1090908;141.7013691;107.9247174;1
73.80440956;51.90891083;45.706139;44.2483447;44.2483447;49.07907483;87.06747929;141.2917105;153.811591;144.2072991;133.8312338;133.6311444;145.6365092;151.124676;135.6892069;122.2260478;118.1670911;137.833022;179.5373728;211.7231842;201.1470295;167.5891763;141.2631263;107.5909363;1
73.57356979;51.74655412;45.56318284;44.10994812;44.10994812;48.92556907;86.79515631;140.8497891;153.3305109;143.7562586;133.4126467;133.2131831;145.1809985;150.6519998;135.2648086;121.8437585;117.7974971;137.4019185;178.9758295;211.0609727;200.5178972;167.0650038;140.8212943;107.2544217;1
73.34093595;51.58293558;45.41911564;43.97047593;43.97047593;48.77087026;86.52071684;140.4044331;152.8456918;143.3017126;132.9908064;132.7919735;144.7219476;150.17565;134.8371119;121.4584981;117.4250307;136.9674644;178.409922;210.3936145;199.8838754;166.5367573;140.3760284;106.9152916;1
73.10658853;51.41811184;45.27398724;43.82997639;43.82997639;48.61503195;86.24425587;139.9557967;152.3573017;142.8438184;132.5658588;132.3676613;144.2595153;149.6957915;134.4062648;121.0703999;117.0498207;136.5298102;177.8398461;209.7213405;199.2451834;166.0046199;139.9274828;106.5736635;1
84.38540523;64.43206694;49.16367087;45.29718241;43.66027488;44.08361303;54.52595415;82.88961042;124.8000876;156.4375589;165.4969954;172.383296;185.0269955;189.5426025;176.7577903;164.4245388;160.5862728;190.6150592;232.4126462;239.5529497;208.9032674;157.9615763;141.1127178;124.1227466;2
89.1175725;68.72292602;52.57599211;47.2311882;44.05243641;43.23665055;45.14952773;51.7883368;85.34807922;143.1844836;187.0962673;221.134229;235.8746355;206.6188668;161.6099918;135.4204527;121.2145265;132.5511369;168.5019758;194.8321677;188.8403612;157.4185403;136.3768913;103.8861096;3
72.39406094;50.91696927;44.8327279;43.40279099;43.40279099;48.14120939;85.40368304;138.5917286;150.8723633;141.4516024;131.2738162;131.0775503;142.8535014;148.2367933;133.0962848;119.8903968;115.9090038;135.1991332;176.1065441;207.677308;197.3032559;164.386669;138.5636906;105.5349517;1
72.15365227;50.74788246;44.68384585;43.25865752;43.25865752;47.98134041;85.12007158;138.1314884;150.3713412;140.9818651;130.8378776;130.6422635;142.3791086;147.7445235;132.6542941;119.4922607;115.5240893;134.7501593;175.5217234;206.9876462;196.6480445;163.8407681;138.1035436;105.1844877;1
71.9119235;50.57786719;44.53414627;43.1137326;43.1137326;47.82059359;84.83490278;137.6687211;149.8675679;140.5095484;130.3995452;130.2045865;141.9021109;147.2495506;132.2098764;119.0919384;115.1370611;134.29872;174.9336915;206.2941973;195.9892354;163.2918697;137.6408698;104.8320992;1
71.6689515;50.40697751;44.38367678;42.96806233;42.96806233;47.65902004;84.54826734;137.2035737;149.3612037;140.0348026;129.9589585;129.7646585;141.4226599;146.752032;131.763173;118.6895572;114.7480424;133.844959;174.3426353;205.5971819;195.3270379;162.7401482;137.1758166;104.4778983;1
81.99192269;57.17857766;49.90331597;47.69030861;48.29888563;53.6101033;88.76925773;137.095806;151.6739919;151.1207401;147.2479772;145.6158843;160.6919969;166.0032146;144.6476936;128.9353413;118.1469304;123.6517862;151.2867156;184.9244275;190.0973322;175.1042074;158.2023636;121.0515026;1
90.28393956;66.43795247;52.84711821;48.71197594;47.58170372;48.65684071;58.85685831;91.57961748;134.5023942;161.4635218;176.8186835;187.4046477;197.4943948;199.0933165;182.221936;166.6738011;160.664061;170.6986729;195.2062828;217.0122663;207.1706277;170.2575911;153.2759401;138.3342927;2
93.98254903;74.06517164;55.98843465;49.55992939;47.44456655;47.55445553;48.65334532;63.79055214;107.8285604;163.8719395;198.3496066;219.7504852;232.0031063;198.5693845;155.1907102;137.3337511;120.6580986;118.9273472;142.9106168;172.7180023;174.3938092;159.998353;147.1138702;113.1032313;3
81.14397402;56.58724504;49.38722306;47.1971023;47.79938551;53.05567532;87.85121884;135.6779809;150.1054013;149.5578711;145.7251598;144.1099458;159.0301434;164.2864332;143.1517679;127.6019106;116.9250719;122.3729973;149.7221302;183.0119657;188.131373;173.2933048;156.5662576;119.7996054;1
80.85921843;56.38866548;49.21391027;47.03147523;47.63164487;52.86948897;87.54292576;135.2018511;149.5786419;149.0330332;145.2137718;143.604226;158.4720647;163.7099088;142.6494107;127.1541218;116.514751;121.9435582;149.1967158;182.3697285;187.4711704;172.685173;156.0168253;119.379197;1
80.57355051;56.18944969;49.04004221;46.8653175;47.4633668;52.6827061;87.23364493;134.7241958;149.0501948;148.5065136;144.7007454;143.0968859;157.912198;163.1315373;142.1454439;126.7048984;116.1031155;121.5127432;148.669618;181.7254336;186.8088526;172.0750927;155.4656327;118.9574416;1
80.28705361;55.98965581;48.86566961;46.69867761;47.29460041;52.49538121;86.92346661;134.2451544;148.5202142;147.9784662;144.1862302;142.5880736;157.3507066;162.5514874;141.6400146;126.2543714;115.6902854;121.080678;148.1409906;181.079269;186.1446128;171.463242;154.9128406;118.5344624;1
92.33446404;72.76635927;55.00661728;48.69084277;46.61257509;46.72053705;47.80015663;62.67191625;105.9376707;160.9982689;194.8713331;215.8969242;227.9346825;195.087257;152.4692743;134.9254562;118.5422292;116.8418284;140.4045256;169.6892065;171.3356263;157.1926099;144.5340704;111.1198446;3
88.07573614;64.81298446;51.55456067;47.52055748;46.41792995;47.46677078;57.41731196;89.33972381;131.2126768;157.5143776;172.4939761;182.8210242;192.663992;194.2238065;177.7650736;162.5972216;156.7344703;166.5236514;190.4318435;211.704487;202.1035594;166.0933577;149.5270513;134.9508531;2
91.66919481;72.24207811;54.61029495;48.34002556;46.27673179;46.38391588;47.4557568;62.22036549;105.1743904;159.8382774;193.4672863;214.3413883;226.2924146;193.6816545;151.3707341;133.9533192;117.6881332;115.9999837;139.3929118;168.4665968;170.1011542;156.0600382;143.4927034;110.3192268;3
91.33564376;71.97921531;54.41158784;48.16413369;46.10834749;46.21514158;47.28308246;61.99396808;104.7916989;159.2566837;192.7633288;213.5614775;225.4690183;192.976917;150.8199508;133.4659115;117.2599086;115.5779017;138.8857114;167.8536078;169.4822177;155.4921921;142.9705853;109.9178151;3
78.84500352;54.98401562;47.9879846;45.85991433;46.44513366;51.5525023;85.36221873;131.8339533;145.8526162;145.3205986;141.5964756;140.0270238;154.5245025;159.6318712;139.0959931;123.9866941;113.6123516;118.9059264;145.4802039;177.826872;182.8012362;168.3835602;152.1304235;116.4054438;1
78.55524442;54.78194676;47.81162649;45.69137698;46.2744456;51.36304443;85.04850855;131.3494573;145.3166009;144.7865385;141.0761019;139.5124179;153.9566177;159.0452165;138.5848087;123.5310372;113.1948208;118.4689415;144.9455573;177.1733498;182.1294331;167.7647426;151.571337;115.9776483;1
78.26522037;54.57969315;47.63510713;45.52268553;46.10360147;51.17341332;84.73451153;130.8645183;144.7800956;144.2519902;140.5552524;138.9973414;153.3882136;158.4580255;138.073157;123.0749636;112.7769083;118.031557;144.4104218;176.5192302;181.4570156;167.1453593;151.0117393;115.5494617;1
77.97500917;54.37730903;47.45847387;45.35388523;45.9326471;50.98365984;84.42031188;130.3792663;144.243244;143.7170969;140.0340667;138.4819326;152.8194427;157.8704555;137.5611751;122.6185957;112.3587261;117.5938903;143.874941;175.8646884;180.7841643;166.5255763;150.4517805;115.1209987;1
